stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
liulihe_aq,2018/4/7 16:00,34,120,46,0.5,31,2
qianmen_aq,2018/4/7 16:00,43,102,84,0.8,16,8
yongdingmennei_aq,2018/4/7 16:00,45,91,89,1,24,9
xizhimenbei_aq,2018/4/7 16:00,47,94,82,0.7,20,7
nansanhuan_aq,2018/4/7 16:00,50,98,88,0.7,16,6
dongsihuan_aq,2018/4/7 16:00,51,115,106,0.8,2,8
dongsi_aq,2018/4/7 17:00,44,109,62,0.4,26,9
tiantan_aq,2018/4/7 17:00,41,85,77,0.8,17,8
guanyuan_aq,2018/4/7 17:00,38,91,75,0.5,24,8
wanshouxigong_aq,2018/4/7 17:00,36,69,54,0.8,25,6
aotizhongxin_aq,2018/4/7 17:00,55,104,91,0.5,2,6
nongzhanguan_aq,2018/4/7 17:00,44,101,76,0.6,13,5
wanliu_aq,2018/4/7 17:00,40,97,90,0.8,2,3
beibuxinqu_aq,2018/4/7 17:00,41,125,85,0.5,2,2
zhiwuyuan_aq,2018/4/7 17:00,,,,,,
fengtaihuayuan_aq,2018/4/7 17:00,44,92,73,0.7,14,5
yungang_aq,2018/4/7 17:00,40,125,85,0.6,2,2
gucheng_aq,2018/4/7 17:00,43,121,92,0.6,5,2
fangshan_aq,2018/4/7 17:00,42,134,104,0.6,2,4
daxing_aq,2018/4/7 17:00,39,101,90,1.1,2,2
yizhuang_aq,2018/4/7 17:00,27,74,78,0.8,19,2
tongzhou_aq,2018/4/7 17:00,37,108,56,0.5,25,6
shunyi_aq,2018/4/7 17:00,28,46,22,0.5,66,4
pingchang_aq,2018/4/7 17:00,26,54,18,0.4,62,3
mentougou_aq,2018/4/7 17:00,42,106,74,0.5,25,2
pinggu_aq,2018/4/7 17:00,24,32,18,0.5,66,5
huairou_aq,2018/4/7 17:00,22,43,18,0.5,56,2
miyun_aq,2018/4/7 17:00,27,59,55,0.7,18,2
yanqin_aq,2018/4/7 17:00,42,86,36,0.5,48,3
dingling_aq,2018/4/7 17:00,25,56,16,0.3,77,3
badaling_aq,2018/4/7 17:00,,116,74,0.3,25,3
miyunshuiku_aq,2018/4/7 17:00,18,32,14,0.2,55,2
donggaocun_aq,2018/4/7 17:00,34,45,33,0.5,70,14
yongledian_aq,2018/4/7 17:00,25,57,74,1,27,8
yufa_aq,2018/4/7 17:00,55,134,77,1.1,2,5
liulihe_aq,2018/4/7 17:00,47,147,74,0.5,10,2
qianmen_aq,2018/4/7 17:00,37,82,81,0.8,14,7
yongdingmennei_aq,2018/4/7 17:00,37,71,72,0.9,30,8
xizhimenbei_aq,2018/4/7 17:00,47,91,80,0.6,17,7
nansanhuan_aq,2018/4/7 17:00,43,86,80,0.8,18,5
dongsihuan_aq,2018/4/7 17:00,45,113,101,0.7,4,8
dongsi_aq,2018/4/7 18:00,37,94,54,0.4,23,8
tiantan_aq,2018/4/7 18:00,38,75,79,0.7,14,3
guanyuan_aq,2018/4/7 18:00,38,84,66,0.4,29,11
wanshouxigong_aq,2018/4/7 18:00,40,73,62,0.6,17,7
aotizhongxin_aq,2018/4/7 18:00,96,97,91,0.5,2,9
nongzhanguan_aq,2018/4/7 18:00,42,89,79,0.6,6,7
wanliu_aq,2018/4/7 18:00,40,84,87,0.7,2,2
beibuxinqu_aq,2018/4/7 18:00,47,154,80,0.5,2,2
zhiwuyuan_aq,2018/4/7 18:00,,,,,,
fengtaihuayuan_aq,2018/4/7 18:00,43,92,70,0.6,15,3
yungang_aq,2018/4/7 18:00,43,111,74,0.5,8,2
gucheng_aq,2018/4/7 18:00,38,99,68,0.5,17,2
fangshan_aq,2018/4/7 18:00,44,147,101,0.6,2,2
daxing_aq,2018/4/7 18:00,34,90,87,1,3,2
yizhuang_aq,2018/4/7 18:00,30,69,90,0.6,7,2
tongzhou_aq,2018/4/7 18:00,40,75,43,0.7,35,6
shunyi_aq,2018/4/7 18:00,30,47,40,0.5,49,4
pingchang_aq,2018/4/7 18:00,27,52,19,0.3,59,2
mentougou_aq,2018/4/7 18:00,40,89,56,0.5,42,2
pinggu_aq,2018/4/7 18:00,23,37,19,0.6,65,5
huairou_aq,2018/4/7 18:00,23,48,17,0.4,51,2
miyun_aq,2018/4/7 18:00,21,46,64,0.6,10,2
yanqin_aq,2018/4/7 18:00,40,91,40,0.5,35,2
dingling_aq,2018/4/7 18:00,27,59,17,0.4,61,2
badaling_aq,2018/4/7 18:00,,181,101,0.3,2,5
miyunshuiku_aq,2018/4/7 18:00,16,34,12,0.2,61,2
donggaocun_aq,2018/4/7 18:00,31,42,23,0.4,82,13
yongledian_aq,2018/4/7 18:00,31,54,59,0.5,31,4
yufa_aq,2018/4/7 18:00,41,102,79,0.9,2,3
liulihe_aq,2018/4/7 18:00,45,152,85,0.5,2,2
qianmen_aq,2018/4/7 18:00,42,74,65,0.6,23,6
yongdingmennei_aq,2018/4/7 18:00,35,64,80,0.7,15,12
xizhimenbei_aq,2018/4/7 18:00,47,86,91,0.6,5,3
nansanhuan_aq,2018/4/7 18:00,38,78,79,0.8,17,5
dongsihuan_aq,2018/4/7 18:00,51,105,95,0.7,2,10
dongsi_aq,2018/4/7 19:00,39,74,51,0.5,27,9
tiantan_aq,2018/4/7 19:00,40,73,74,0.6,18,3
guanyuan_aq,2018/4/7 19:00,35,68,70,0.5,26,12
wanshouxigong_aq,2018/4/7 19:00,45,71,53,0.6,27,9
aotizhongxin_aq,2018/4/7 19:00,41,84,92,0.5,2,11
nongzhanguan_aq,2018/4/7 19:00,40,81,79,0.6,8,8
wanliu_aq,2018/4/7 19:00,35,76,79,0.5,11,3
beibuxinqu_aq,2018/4/7 19:00,40,124,80,0.5,2,2
zhiwuyuan_aq,2018/4/7 19:00,,,,,,
fengtaihuayuan_aq,2018/4/7 19:00,42,80,53,0.6,28,5
yungang_aq,2018/4/7 19:00,40,92,58,0.5,20,2
gucheng_aq,2018/4/7 19:00,36,86,65,0.4,17,4
fangshan_aq,2018/4/7 19:00,38,123,92,0.5,7,2
daxing_aq,2018/4/7 19:00,31,72,75,0.8,9,3
yizhuang_aq,2018/4/7 19:00,32,74,74,0.6,18,2
tongzhou_aq,2018/4/7 19:00,37,73,49,0.5,32,8
shunyi_aq,2018/4/7 19:00,29,59,49,0.5,35,4
pingchang_aq,2018/4/7 19:00,26,54,33,0.4,48,2
mentougou_aq,2018/4/7 19:00,34,72,47,0.5,48,3
pinggu_aq,2018/4/7 19:00,29,46,23,0.7,57,7
huairou_aq,2018/4/7 19:00,26,46,48,0.5,17,2
miyun_aq,2018/4/7 19:00,21,45,47,0.5,24,2
yanqin_aq,2018/4/7 19:00,36,79,54,0.6,22,2
dingling_aq,2018/4/7 19:00,23,51,16,0.4,58,2
badaling_aq,2018/4/7 19:00,,141,80,0.4,4,3
miyunshuiku_aq,2018/4/7 19:00,20,37,13,0.3,61,2
donggaocun_aq,2018/4/7 19:00,34,41,29,0.5,72,12
yongledian_aq,2018/4/7 19:00,24,57,68,0.6,24,3
yufa_aq,2018/4/7 19:00,33,85,82,0.9,3,5
liulihe_aq,2018/4/7 19:00,36,158,83,0.5,2,2
qianmen_aq,2018/4/7 19:00,45,61,57,0.6,30,6
yongdingmennei_aq,2018/4/7 19:00,36,61,74,0.7,21,14
xizhimenbei_aq,2018/4/7 19:00,43,71,86,0.6,11,4
nansanhuan_aq,2018/4/7 19:00,42,71,67,0.6,24,6
dongsihuan_aq,2018/4/7 19:00,48,106,104,0.6,2,13
dongsi_aq,2018/4/7 20:00,31,70,64,0.4,27,9
tiantan_aq,2018/4/7 20:00,36,72,74,0.6,26,5
guanyuan_aq,2018/4/7 20:00,29,65,68,0.4,31,13
wanshouxigong_aq,2018/4/7 20:00,38,68,53,0.6,26,9
aotizhongxin_aq,2018/4/7 20:00,25,67,71,0.4,16,8
nongzhanguan_aq,2018/4/7 20:00,36,70,78,0.5,11,8
wanliu_aq,2018/4/7 20:00,33,74,81,0.5,2,2
beibuxinqu_aq,2018/4/7 20:00,44,146,74,0.6,2,2
zhiwuyuan_aq,2018/4/7 20:00,,,,,,
fengtaihuayuan_aq,2018/4/7 20:00,39,70,58,0.6,24,5
yungang_aq,2018/4/7 20:00,36,76,45,0.5,32,3
gucheng_aq,2018/4/7 20:00,35,67,46,0.4,54,5
fangshan_aq,2018/4/7 20:00,35,107,89,0.5,,3
daxing_aq,2018/4/7 20:00,31,74,69,0.8,16,3
yizhuang_aq,2018/4/7 20:00,31,78,79,0.6,11,3
tongzhou_aq,2018/4/7 20:00,36,74,55,0.6,23,10
shunyi_aq,2018/4/7 20:00,27,62,58,0.5,22,3
pingchang_aq,2018/4/7 20:00,27,55,34,0.4,40,2
mentougou_aq,2018/4/7 20:00,33,63,49,0.5,45,3
pinggu_aq,2018/4/7 20:00,24,38,22,0.8,,7
huairou_aq,2018/4/7 20:00,25,57,27,0.5,,2
miyun_aq,2018/4/7 20:00,22,42,49,0.5,24,2
yanqin_aq,2018/4/7 20:00,34,84,72,0.6,2,2
dingling_aq,2018/4/7 20:00,20,49,20,0.4,57,2
badaling_aq,2018/4/7 20:00,,120,72,0.4,3,3
miyunshuiku_aq,2018/4/7 20:00,24,48,15,0.3,59,2
donggaocun_aq,2018/4/7 20:00,31,44,32,0.9,,11
yongledian_aq,2018/4/7 20:00,33,65,66,0.6,27,7
yufa_aq,2018/4/7 20:00,38,74,69,0.6,15,4
liulihe_aq,2018/4/7 20:00,39,136,61,0.5,20,2
qianmen_aq,2018/4/7 20:00,35,60,66,0.6,,7
yongdingmennei_aq,2018/4/7 20:00,32,60,74,0.7,,13
xizhimenbei_aq,2018/4/7 20:00,40,66,81,0.6,,4
nansanhuan_aq,2018/4/7 20:00,43,75,75,0.6,19,7
dongsihuan_aq,2018/4/7 20:00,39,108,104,0.6,2,12
dongsi_aq,2018/4/7 21:00,30,62,54,0.4,32,6
tiantan_aq,2018/4/7 21:00,35,64,56,0.5,24,2
guanyuan_aq,2018/4/7 21:00,26,52,65,0.4,30,10
wanshouxigong_aq,2018/4/7 21:00,27,59,54,0.5,22,7
aotizhongxin_aq,2018/4/7 21:00,49,68,86,0.4,2,4
nongzhanguan_aq,2018/4/7 21:00,30,58,79,0.5,7,7
wanliu_aq,2018/4/7 21:00,33,59,76,0.5,2,2
beibuxinqu_aq,2018/4/7 21:00,37,125,63,0.6,2,2
zhiwuyuan_aq,2018/4/7 21:00,,,,,,
fengtaihuayuan_aq,2018/4/7 21:00,34,64,70,0.6,21,5
yungang_aq,2018/4/7 21:00,32,63,34,0.5,46,4
gucheng_aq,2018/4/7 21:00,31,59,57,0.5,47,5
fangshan_aq,2018/4/7 21:00,31,90,83,0.4,17,4
daxing_aq,2018/4/7 21:00,31,69,69,0.8,16,5
yizhuang_aq,2018/4/7 21:00,35,82,96,0.7,2,4
tongzhou_aq,2018/4/7 21:00,36,74,64,0.6,20,8
shunyi_aq,2018/4/7 21:00,26,61,63,0.5,17,3
pingchang_aq,2018/4/7 21:00,26,66,59,0.5,8,4
mentougou_aq,2018/4/7 21:00,35,62,49,0.5,34,2
pinggu_aq,2018/4/7 21:00,26,39,18,0.7,57,6
huairou_aq,2018/4/7 21:00,24,42,12,0.4,49,2
miyun_aq,2018/4/7 21:00,24,41,43,0.4,28,2
yanqin_aq,2018/4/7 21:00,43,116,75,0.7,2,3
dingling_aq,2018/4/7 21:00,30,47,13,0.4,52,2
badaling_aq,2018/4/7 21:00,,109,70,0.4,5,2
miyunshuiku_aq,2018/4/7 21:00,21,46,10,0.3,59,2
donggaocun_aq,2018/4/7 21:00,31,43,30,0.9,58,10
yongledian_aq,2018/4/7 21:00,27,72,65,1,31,13
yufa_aq,2018/4/7 21:00,40,74,71,0.5,12,6
liulihe_aq,2018/4/7 21:00,38,104,30,0.5,42,2
qianmen_aq,2018/4/7 21:00,40,69,72,0.6,23,6
yongdingmennei_aq,2018/4/7 21:00,33,60,90,0.7,19,13
xizhimenbei_aq,2018/4/7 21:00,33,64,79,0.5,10,3
nansanhuan_aq,2018/4/7 21:00,37,75,73,0.6,19,9
dongsihuan_aq,2018/4/7 21:00,40,97,101,0.6,2,14
dongsi_aq,2018/4/7 22:00,30,76,76,0.5,7,3
tiantan_aq,2018/4/7 22:00,26,62,64,0.5,6,2
guanyuan_aq,2018/4/7 22:00,27,51,69,0.4,15,7
wanshouxigong_aq,2018/4/7 22:00,28,61,58,0.5,12,4
aotizhongxin_aq,2018/4/7 22:00,32,78,90,0.5,2,4
nongzhanguan_aq,2018/4/7 22:00,31,61,77,0.4,7,4
wanliu_aq,2018/4/7 22:00,32,61,80,0.6,3,2
beibuxinqu_aq,2018/4/7 22:00,40,120,58,0.7,2,2
zhiwuyuan_aq,2018/4/7 22:00,,,,,,
fengtaihuayuan_aq,2018/4/7 22:00,36,75,88,0.7,4,4
yungang_aq,2018/4/7 22:00,31,66,37,0.5,44,5
gucheng_aq,2018/4/7 22:00,36,109,85,0.6,5,3
fangshan_aq,2018/4/7 22:00,29,82,86,0.4,15,3
daxing_aq,2018/4/7 22:00,30,74,78,0.9,12,5
yizhuang_aq,2018/4/7 22:00,31,78,97,0.7,2,4
tongzhou_aq,2018/4/7 22:00,36,104,83,0.5,2,5
shunyi_aq,2018/4/7 22:00,28,62,76,0.6,4,3
pingchang_aq,2018/4/7 22:00,28,61,51,0.5,17,2
mentougou_aq,2018/4/7 22:00,34,63,38,0.5,33,2
pinggu_aq,2018/4/7 22:00,26,51,37,0.7,34,6
huairou_aq,2018/4/7 22:00,24,46,13,0.4,48,2
miyun_aq,2018/4/7 22:00,23,61,70,0.5,2,2
yanqin_aq,2018/4/7 22:00,39,129,75,0.7,2,3
dingling_aq,2018/4/7 22:00,26,47,15,0.4,52,2
badaling_aq,2018/4/7 22:00,,101,62,0.4,14,2
miyunshuiku_aq,2018/4/7 22:00,22,47,15,0.3,54,2
donggaocun_aq,2018/4/7 22:00,23,41,28,0.9,57,11
yongledian_aq,2018/4/7 22:00,38,78,91,1.3,6,13
yufa_aq,2018/4/7 22:00,40,84,79,0.7,8,9
liulihe_aq,2018/4/7 22:00,31,94,34,0.4,46,2
qianmen_aq,2018/4/7 22:00,26,67,81,0.5,9,4
yongdingmennei_aq,2018/4/7 22:00,40,101,118,1,2,12
xizhimenbei_aq,2018/4/7 22:00,37,87,93,0.8,3,4
nansanhuan_aq,2018/4/7 22:00,34,74,84,0.6,10,6
dongsihuan_aq,2018/4/7 22:00,38,112,94,0.5,2,7
dongsi_aq,2018/4/7 23:00,36,90,77,0.7,9,4
tiantan_aq,2018/4/7 23:00,32,86,68,0.5,3,2
guanyuan_aq,2018/4/7 23:00,27,63,84,0.6,4,8
wanshouxigong_aq,2018/4/7 23:00,36,67,59,0.6,7,4
aotizhongxin_aq,2018/4/7 23:00,41,91,87,0.6,2,4
nongzhanguan_aq,2018/4/7 23:00,33,74,81,0.5,3,4
wanliu_aq,2018/4/7 23:00,39,76,73,0.6,4,2
beibuxinqu_aq,2018/4/7 23:00,46,134,53,0.7,4,2
zhiwuyuan_aq,2018/4/7 23:00,,,,,,
fengtaihuayuan_aq,2018/4/7 23:00,47,122,100,0.9,2,5
yungang_aq,2018/4/7 23:00,33,71,41,0.5,41,5
gucheng_aq,2018/4/7 23:00,38,110,66,0.7,14,2
fangshan_aq,2018/4/7 23:00,29,84,76,0.5,27,4
daxing_aq,2018/4/7 23:00,30,71,87,0.8,8,5
yizhuang_aq,2018/4/7 23:00,27,73,93,0.7,6,4
tongzhou_aq,2018/4/7 23:00,35,105,75,0.5,9,3
shunyi_aq,2018/4/7 23:00,29,66,60,0.6,20,4
pingchang_aq,2018/4/7 23:00,24,56,28,0.4,47,2
mentougou_aq,2018/4/7 23:00,35,71,38,0.5,33,2
pinggu_aq,2018/4/7 23:00,33,73,50,0.9,16,8
huairou_aq,2018/4/7 23:00,23,52,18,0.5,44,2
miyun_aq,2018/4/7 23:00,28,75,66,0.8,8,2
yanqin_aq,2018/4/7 23:00,50,136,70,0.9,4,4
dingling_aq,2018/4/7 23:00,25,60,20,0.4,51,2
badaling_aq,2018/4/7 23:00,,100,68,0.5,14,2
miyunshuiku_aq,2018/4/7 23:00,27,56,19,0.3,50,2
donggaocun_aq,2018/4/7 23:00,31,45,29,0.8,58,8
yongledian_aq,2018/4/7 23:00,51,115,81,1.3,13,15
yufa_aq,2018/4/7 23:00,45,95,75,1,16,15
liulihe_aq,2018/4/7 23:00,28,136,37,0.5,44,2
qianmen_aq,2018/4/7 23:00,37,82,84,0.7,7,4
yongdingmennei_aq,2018/4/7 23:00,44,143,128,1.1,2,12
xizhimenbei_aq,2018/4/7 23:00,41,102,91,0.8,3,5
nansanhuan_aq,2018/4/7 23:00,35,80,92,0.7,7,6
dongsihuan_aq,2018/4/7 23:00,39,94,91,0.6,2,7
dongsi_aq,2018/4/8 0:00,37,87,69,0.8,23,5
tiantan_aq,2018/4/8 0:00,31,74,65,0.7,8,2
guanyuan_aq,2018/4/8 0:00,35,89,84,0.7,14,10
wanshouxigong_aq,2018/4/8 0:00,32,77,67,0.7,15,7
aotizhongxin_aq,2018/4/8 0:00,34,85,81,0.6,2,5
nongzhanguan_aq,2018/4/8 0:00,37,81,76,0.6,11,6
wanliu_aq,2018/4/8 0:00,33,60,80,0.9,9,4
beibuxinqu_aq,2018/4/8 0:00,44,122,59,0.7,13,2
zhiwuyuan_aq,2018/4/8 0:00,,,,,,
fengtaihuayuan_aq,2018/4/8 0:00,43,89,76,0.8,21,5
yungang_aq,2018/4/8 0:00,36,93,41,0.6,33,5
gucheng_aq,2018/4/8 0:00,42,119,74,0.8,17,4
fangshan_aq,2018/4/8 0:00,28,82,54,0.4,56,5
daxing_aq,2018/4/8 0:00,31,82,71,0.8,24,7
yizhuang_aq,2018/4/8 0:00,31,76,77,0.7,25,8
tongzhou_aq,2018/4/8 0:00,36,85,61,0.5,28,4
shunyi_aq,2018/4/8 0:00,34,96,49,0.6,36,4
pingchang_aq,2018/4/8 0:00,31,80,41,0.5,35,3
mentougou_aq,2018/4/8 0:00,42,83,38,0.5,37,2
pinggu_aq,2018/4/8 0:00,31,63,42,1,33,9
huairou_aq,2018/4/8 0:00,33,58,33,0.6,40,2
miyun_aq,2018/4/8 0:00,37,96,57,0.8,20,2
yanqin_aq,2018/4/8 0:00,68,163,72,1,12,6
dingling_aq,2018/4/8 0:00,33,75,21,0.5,55,2
badaling_aq,2018/4/8 0:00,,127,44,0.5,38,3
miyunshuiku_aq,2018/4/8 0:00,21,52,18,0.3,52,3
donggaocun_aq,2018/4/8 0:00,46,,28,0.8,62,9
yongledian_aq,2018/4/8 0:00,48,130,70,1.4,36,27
yufa_aq,2018/4/8 0:00,46,96,58,1.1,41,21
liulihe_aq,2018/4/8 0:00,45,116,49,0.6,32,2
qianmen_aq,2018/4/8 0:00,48,91,80,0.8,14,6
yongdingmennei_aq,2018/4/8 0:00,43,110,109,1.1,12,14
xizhimenbei_aq,2018/4/8 0:00,42,93,91,0.8,6,5
nansanhuan_aq,2018/4/8 0:00,39,96,93,0.9,13,9
dongsihuan_aq,2018/4/8 0:00,42,120,95,0.9,3,10
dongsi_aq,2018/4/8 1:00,45,79,51,0.6,47,5
tiantan_aq,2018/4/8 1:00,39,58,78,0.7,27,2
guanyuan_aq,2018/4/8 1:00,33,93,65,0.5,43,10
wanshouxigong_aq,2018/4/8 1:00,42,111,60,0.7,33,7
aotizhongxin_aq,2018/4/8 1:00,38,70,55,0.5,32,5
nongzhanguan_aq,2018/4/8 1:00,41,96,66,0.6,27,5
wanliu_aq,2018/4/8 1:00,40,71,65,0.7,32,5
beibuxinqu_aq,2018/4/8 1:00,42,98,51,0.7,32,2
zhiwuyuan_aq,2018/4/8 1:00,,,,,,
fengtaihuayuan_aq,2018/4/8 1:00,45,79,56,0.7,45,5
yungang_aq,2018/4/8 1:00,38,83,45,0.6,47,6
gucheng_aq,2018/4/8 1:00,42,98,59,0.7,45,5
fangshan_aq,2018/4/8 1:00,32,98,48,0.4,70,6
daxing_aq,2018/4/8 1:00,34,95,63,0.7,37,7
yizhuang_aq,2018/4/8 1:00,27,70,42,0.7,71,12
tongzhou_aq,2018/4/8 1:00,31,71,44,0.5,52,5
shunyi_aq,2018/4/8 1:00,25,81,21,0.5,68,4
pingchang_aq,2018/4/8 1:00,40,89,43,0.6,37,3
mentougou_aq,2018/4/8 1:00,43,93,45,0.6,40,2
pinggu_aq,2018/4/8 1:00,34,60,31,0.7,58,7
huairou_aq,2018/4/8 1:00,24,58,24,0.4,62,2
miyun_aq,2018/4/8 1:00,29,74,37,0.5,48,2
yanqin_aq,2018/4/8 1:00,47,137,51,0.7,29,8
dingling_aq,2018/4/8 1:00,29,59,20,0.4,79,4
badaling_aq,2018/4/8 1:00,,133,47,0.9,34,13
miyunshuiku_aq,2018/4/8 1:00,15,39,16,0.3,59,2
donggaocun_aq,2018/4/8 1:00,32,46,24,0.4,83,6
yongledian_aq,2018/4/8 1:00,43,101,50,1.3,69,26
yufa_aq,2018/4/8 1:00,44,92,46,1.1,59,23
liulihe_aq,2018/4/8 1:00,42,92,35,0.5,56,2
qianmen_aq,2018/4/8 1:00,40,89,73,0.7,31,6
yongdingmennei_aq,2018/4/8 1:00,41,80,96,0.8,30,15
xizhimenbei_aq,2018/4/8 1:00,42,83,77,0.7,25,5
nansanhuan_aq,2018/4/8 1:00,37,99,87,0.8,24,9
dongsihuan_aq,2018/4/8 1:00,33,108,69,0.7,31,8
dongsi_aq,2018/4/8 2:00,39,67,45,0.7,55,5
tiantan_aq,2018/4/8 2:00,40,75,64,0.7,42,2
guanyuan_aq,2018/4/8 2:00,33,87,59,0.5,51,10
wanshouxigong_aq,2018/4/8 2:00,34,81,45,0.6,54,7
aotizhongxin_aq,2018/4/8 2:00,39,77,57,0.5,34,5
nongzhanguan_aq,2018/4/8 2:00,38,92,48,0.6,50,5
wanliu_aq,2018/4/8 2:00,38,76,54,0.6,45,5
beibuxinqu_aq,2018/4/8 2:00,40,76,38,0.6,55,4
zhiwuyuan_aq,2018/4/8 2:00,,,,,,
fengtaihuayuan_aq,2018/4/8 2:00,38,83,52,0.6,48,5
yungang_aq,2018/4/8 2:00,37,70,28,0.5,72,5
gucheng_aq,2018/4/8 2:00,38,95,43,0.6,63,5
fangshan_aq,2018/4/8 2:00,33,108,47,0.4,72,4
daxing_aq,2018/4/8 2:00,34,90,46,0.7,58,7
yizhuang_aq,2018/4/8 2:00,26,79,37,0.5,77,6
tongzhou_aq,2018/4/8 2:00,39,76,35,0.4,68,5
shunyi_aq,2018/4/8 2:00,30,66,18,0.5,80,5
pingchang_aq,2018/4/8 2:00,34,84,30,0.5,59,3
mentougou_aq,2018/4/8 2:00,41,84,58,0.6,58,4
pinggu_aq,2018/4/8 2:00,33,61,23,0.7,76,6
huairou_aq,2018/4/8 2:00,30,63,20,0.4,75,3
miyun_aq,2018/4/8 2:00,23,36,17,0.4,86,2
yanqin_aq,2018/4/8 2:00,46,110,45,0.7,39,16
dingling_aq,2018/4/8 2:00,28,85,29,0.5,71,4
badaling_aq,2018/4/8 2:00,,114,39,1,44,19
miyunshuiku_aq,2018/4/8 2:00,18,37,15,0.3,70,2
donggaocun_aq,2018/4/8 2:00,23,60,29,0.5,83,8
yongledian_aq,2018/4/8 2:00,34,83,40,1,85,19
yufa_aq,2018/4/8 2:00,38,81,35,1,73,18
liulihe_aq,2018/4/8 2:00,37,107,35,0.4,63,2
qianmen_aq,2018/4/8 2:00,48,80,48,0.6,55,5
yongdingmennei_aq,2018/4/8 2:00,43,82,82,0.8,42,14
xizhimenbei_aq,2018/4/8 2:00,44,84,62,0.6,39,6
nansanhuan_aq,2018/4/8 2:00,35,93,79,0.8,32,8
dongsihuan_aq,2018/4/8 2:00,33,89,67,0.7,39,9
dongsi_aq,2018/4/8 3:00,37,85,45,0.6,60,5
tiantan_aq,2018/4/8 3:00,32,92,57,0.7,52,2
guanyuan_aq,2018/4/8 3:00,35,76,48,0.5,68,11
wanshouxigong_aq,2018/4/8 3:00,34,75,40,0.6,62,8
aotizhongxin_aq,2018/4/8 3:00,36,81,52,0.6,44,5
nongzhanguan_aq,2018/4/8 3:00,33,87,40,0.5,63,5
wanliu_aq,2018/4/8 3:00,36,71,50,0.6,57,6
beibuxinqu_aq,2018/4/8 3:00,40,70,40,0.5,56,5
zhiwuyuan_aq,2018/4/8 3:00,,,,,,
fengtaihuayuan_aq,2018/4/8 3:00,45,87,54,0.6,53,5
yungang_aq,2018/4/8 3:00,34,86,38,0.5,67,6
gucheng_aq,2018/4/8 3:00,39,90,41,0.5,70,5
fangshan_aq,2018/4/8 3:00,36,109,49,0.5,75,5
daxing_aq,2018/4/8 3:00,33,89,41,0.7,64,7
yizhuang_aq,2018/4/8 3:00,26,75,38,0.5,80,5
tongzhou_aq,2018/4/8 3:00,36,78,29,0.4,79,5
shunyi_aq,2018/4/8 3:00,32,65,19,0.5,88,6
pingchang_aq,2018/4/8 3:00,33,51,34,0.5,61,4
mentougou_aq,2018/4/8 3:00,42,81,52,0.6,61,4
pinggu_aq,2018/4/8 3:00,35,,19,0.6,85,5
huairou_aq,2018/4/8 3:00,33,61,20,0.4,79,3
miyun_aq,2018/4/8 3:00,21,22,12,0.3,102,2
yanqin_aq,2018/4/8 3:00,48,101,46,0.8,41,18
dingling_aq,2018/4/8 3:00,33,82,32,0.5,73,4
badaling_aq,2018/4/8 3:00,,88,26,0.6,62,11
miyunshuiku_aq,2018/4/8 3:00,13,32,9,0.3,90,2
donggaocun_aq,2018/4/8 3:00,39,42,26,0.4,90,6
yongledian_aq,2018/4/8 3:00,36,78,34,0.8,96,14
yufa_aq,2018/4/8 3:00,42,89,32,0.8,77,14
liulihe_aq,2018/4/8 3:00,46,134,35,0.4,68,2
qianmen_aq,2018/4/8 3:00,43,82,55,0.7,55,6
yongdingmennei_aq,2018/4/8 3:00,33,75,67,0.7,,15
xizhimenbei_aq,2018/4/8 3:00,41,81,54,0.6,50,7
nansanhuan_aq,2018/4/8 3:00,31,88,71,0.8,42,9
dongsihuan_aq,2018/4/8 3:00,28,92,68,0.7,48,9
dongsi_aq,2018/4/8 4:00,38,78,37,0.6,73,6
tiantan_aq,2018/4/8 4:00,40,67,51,0.6,62,2
guanyuan_aq,2018/4/8 4:00,31,71,44,0.5,79,11
wanshouxigong_aq,2018/4/8 4:00,34,76,45,0.7,59,7
aotizhongxin_aq,2018/4/8 4:00,35,66,38,0.5,62,6
nongzhanguan_aq,2018/4/8 4:00,33,58,36,0.5,72,5
wanliu_aq,2018/4/8 4:00,33,62,40,0.6,71,7
beibuxinqu_aq,2018/4/8 4:00,38,100,42,0.6,59,6
zhiwuyuan_aq,2018/4/8 4:00,,,,,,
fengtaihuayuan_aq,2018/4/8 4:00,56,76,46,0.6,64,5
yungang_aq,2018/4/8 4:00,37,84,34,0.5,77,6
gucheng_aq,2018/4/8 4:00,38,88,47,0.6,69,5
fangshan_aq,2018/4/8 4:00,33,96,39,0.4,86,5
daxing_aq,2018/4/8 4:00,31,86,39,0.7,68,7
yizhuang_aq,2018/4/8 4:00,29,69,38,0.5,81,7
tongzhou_aq,2018/4/8 4:00,,20,35,0.4,72,5
shunyi_aq,2018/4/8 4:00,33,63,19,0.5,92,5
pingchang_aq,2018/4/8 4:00,33,50,32,0.5,67,5
mentougou_aq,2018/4/8 4:00,39,75,47,0.5,68,4
pinggu_aq,2018/4/8 4:00,18,,11,0.5,98,4
huairou_aq,2018/4/8 4:00,25,50,19,0.4,87,2
miyun_aq,2018/4/8 4:00,8,16,12,0.2,112,2
yanqin_aq,2018/4/8 4:00,36,73,33,0.5,62,11
dingling_aq,2018/4/8 4:00,38,76,35,0.5,74,5
badaling_aq,2018/4/8 4:00,,110,17,0.4,75,5
