id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2981968,HV1,2018-05-01 22:00:00,5.1,8.0,20.7,,,
2981969,GN3,2018-05-01 22:00:00,6.3,10.6,16.3,,,
2981970,GR9,2018-05-01 22:00:00,4.0,10.0,18.5,,,
2981971,LW2,2018-05-01 22:00:00,,,,,,
2981972,GN0,2018-05-01 22:00:00,,5.6,11.2,,,
2981973,KF1,2018-05-01 22:00:00,,,,,,
2981974,CD9,2018-05-01 22:00:00,,,87.9,,,
2981975,CT3,2018-05-01 22:00:00,,,,,,
2981976,CT2,2018-05-01 22:00:00,,,,,,
2981977,BX9,2018-05-01 22:00:00,6.7,,,,,
2981978,BX1,2018-05-01 22:00:00,,9.0,10.8,,,
2981979,TH4,2018-05-01 22:00:00,7.5,13.5,,,,
2981980,ST5,2018-05-01 22:00:00,6.0,9.0,17.2,,,
2981981,RB7,2018-05-01 22:00:00,12.0,11.8,22.5,,,
2981982,TD5,2018-05-01 22:00:00,5.9,,,,,
2981984,CD1,2018-05-01 23:00:00,8.1,9.9,42.9,,,
2981985,BL0,2018-05-01 23:00:00,,9.8,23.5,,,
2981986,GR4,2018-05-01 23:00:00,7.4,4.6,5.1,,,
2981987,MY7,2018-05-01 23:00:00,6.8,16.2,,,,
2981988,HV1,2018-05-01 23:00:00,3.7,7.1,22.9,,,
2981989,GN3,2018-05-01 23:00:00,5.4,11.0,12.0,,,
2981990,GR9,2018-05-01 23:00:00,4.8,10.4,15.3,,,
2981991,LW2,2018-05-01 23:00:00,7.4,7.9,16.0,,,
2981992,GN0,2018-05-01 23:00:00,,7.9,12.7,,,
2981993,KF1,2018-05-01 23:00:00,3.5,5.8,,,,
2981994,CD9,2018-05-01 23:00:00,,,69.5,,,
2981995,CT3,2018-05-01 23:00:00,5.0,9.6,,,,
2981996,CT2,2018-05-01 23:00:00,,,,,,
2981997,BX9,2018-05-01 23:00:00,6.1,,,,,
2981998,BX1,2018-05-01 23:00:00,,8.6,8.6,,,
2981999,TH4,2018-05-01 23:00:00,8.7,13.3,,,,
2982000,ST5,2018-05-01 23:00:00,4.0,11.0,13.3,,,
2982001,RB7,2018-05-01 23:00:00,8.0,9.2,19.7,,,
2982002,TD5,2018-05-01 23:00:00,6.7,,,,,
