Station_ID,MeasurementDateGMT,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),,
TD5,2017/12/7 6:00,9.9,,,,
TD5,2017/12/7 7:00,10.7,,,,
TD5,2017/12/7 8:00,10,,,,
TD5,2017/12/7 9:00,3.1,,,,
TD5,2017/12/7 10:00,8.9,,,,
TD5,2017/12/7 11:00,4.7,,,,
TD5,2017/12/7 12:00,0,,,,
TD5,2017/12/7 13:00,5,,,,
TD5,2017/12/7 14:00,8.4,,,,
TD5,2017/12/7 15:00,8.4,,,,
TD5,2017/12/7 16:00,9.2,,,,
TD5,2017/12/7 17:00,7.4,,,,
TD5,2017/12/7 18:00,7.1,,,,
TD5,2017/12/7 19:00,6.2,,,,
TD5,2017/12/7 20:00,8.2,,,,
TD5,2017/12/7 21:00,8.8,,,,
TD5,2017/12/7 22:00,5.2,,,,
TD5,2017/12/7 23:00,4.6,,,,
TD5,2017/12/8 0:00,2.9,,,,
TD5,2017/12/8 1:00,2.9,,,,
TD5,2017/12/8 2:00,3.9,,,,
TD5,2017/12/8 3:00,3.7,,,,
TD5,2017/12/8 4:00,3.9,,,,
TD5,2017/12/8 5:00,3.2,,,,
TD5,2017/12/8 6:00,2.4,,,,
TD5,2017/12/8 7:00,0.7,,,,
TD5,2017/12/8 8:00,3.8,,,,
TD5,2017/12/8 9:00,2,,,,
TD5,2017/12/8 10:00,0,,,,
TD5,2017/12/8 11:00,3.1,,,,
TD5,2017/12/8 12:00,0.3,,,,
TD5,2017/12/8 13:00,10.7,,,,
TD5,2017/12/8 14:00,5.2,,,,
TD5,2017/12/8 15:00,0.7,,,,
TD5,2017/12/8 16:00,2.4,,,,
TD5,2017/12/8 17:00,1.4,,,,
TD5,2017/12/8 18:00,4.3,,,,
TD5,2017/12/8 19:00,3.1,,,,
TD5,2017/12/8 20:00,6.5,,,,
TD5,2017/12/8 21:00,4,,,,
TD5,2017/12/8 22:00,4.1,,,,
TD5,2017/12/8 23:00,1.4,,,,
TD5,2017/12/9 0:00,3.9,,,,
TD5,2017/12/9 1:00,1.8,,,,
TD5,2017/12/9 2:00,7.5,,,,
TD5,2017/12/9 3:00,4.3,,,,
TD5,2017/12/9 4:00,2.1,,,,
TD5,2017/12/9 5:00,3.8,,,,
TD5,2017/12/9 6:00,3.6,,,,
TD5,2017/12/9 7:00,1.4,,,,
TD5,2017/12/9 8:00,2.6,,,,
TD5,2017/12/9 9:00,1.1,,,,
TD5,2017/12/9 10:00,6.8,,,,
TD5,2017/12/9 11:00,8.7,,,,
TD5,2017/12/9 12:00,4.8,,,,
TD5,2017/12/9 13:00,6.5,,,,
TD5,2017/12/9 14:00,4.6,,,,
TD5,2017/12/9 15:00,8,,,,
TD5,2017/12/9 16:00,10.7,,,,
TD5,2017/12/9 17:00,13,,,,
TD5,2017/12/9 18:00,14.2,,,,
TD5,2017/12/9 19:00,20.5,,,,
TD5,2017/12/9 20:00,15.6,,,,
TD5,2017/12/9 21:00,19.6,,,,
TD5,2017/12/9 22:00,16,,,,
TD5,2017/12/9 23:00,17.1,,,,
TD5,2017/12/10 0:00,16.3,,,,
TD5,2017/12/10 1:00,11.6,,,,
TD5,2017/12/10 2:00,9.7,,,,
TD5,2017/12/10 3:00,8.9,,,,
TD5,2017/12/10 4:00,6,,,,
TD5,2017/12/10 5:00,10,,,,
TD5,2017/12/10 6:00,0,,,,
TD5,2017/12/10 7:00,0,,,,
TD5,2017/12/10 8:00,4.2,,,,
TD5,2017/12/10 9:00,2.8,,,,
TD5,2017/12/10 10:00,6.8,,,,
TD5,2017/12/10 11:00,4.9,,,,
TD5,2017/12/10 12:00,12.9,,,,
TD5,2017/12/10 13:00,7.2,,,,
TD5,2017/12/10 14:00,8.5,,,,
TD5,2017/12/10 15:00,7.1,,,,
TD5,2017/12/10 16:00,9,,,,
TD5,2017/12/10 17:00,12.3,,,,
TD5,2017/12/10 18:00,14.7,,,,
TD5,2017/12/10 19:00,18,,,,
TD5,2017/12/10 20:00,15.7,,,,
TD5,2017/12/10 21:00,21,,,,
TD5,2017/12/10 22:00,19.2,,,,
TD5,2017/12/10 23:00,18.8,,,,
TD5,2017/12/11 0:00,17.6,,,,
TD5,2017/12/11 1:00,14.2,,,,
TD5,2017/12/11 2:00,13.6,,,,
TD5,2017/12/11 3:00,10.7,,,,
TD5,2017/12/11 4:00,8.5,,,,
TD5,2017/12/11 5:00,9.3,,,,
TD5,2017/12/11 6:00,6.1,,,,
TD5,2017/12/11 7:00,8.6,,,,
TD5,2017/12/11 8:00,8,,,,
TD5,2017/12/11 9:00,9.9,,,,
TD5,2017/12/11 10:00,4.4,,,,
TD5,2017/12/11 11:00,4.7,,,,
TD5,2017/12/11 12:00,4.4,,,,
TD5,2017/12/11 13:00,5.1,,,,
TD5,2017/12/11 14:00,11.7,,,,
TD5,2017/12/11 15:00,13.8,,,,
TD5,2017/12/11 16:00,7.5,,,,
TD5,2017/12/11 17:00,6.6,,,,
TD5,2017/12/11 18:00,9.4,,,,
TD5,2017/12/11 19:00,10.5,,,,
TD5,2017/12/11 20:00,11.3,,,,
TD5,2017/12/11 21:00,11.8,,,,
TD5,2017/12/11 22:00,11.8,,,,
TD5,2017/12/11 23:00,15.6,,,,
TD5,2017/12/12 0:00,17.3,,,,
TD5,2017/12/12 1:00,19.9,,,,
TD5,2017/12/12 2:00,19.4,,,,
TD5,2017/12/12 3:00,17.9,,,,
TD5,2017/12/12 4:00,19.8,,,,
TD5,2017/12/12 5:00,14.7,,,,
TD5,2017/12/12 6:00,18.2,,,,
TD5,2017/12/12 7:00,18.9,,,,
TD5,2017/12/12 8:00,19.6,,,,
TD5,2017/12/12 9:00,20.2,,,,
TD5,2017/12/12 10:00,22.9,,,,
TD5,2017/12/12 11:00,23,,,,
TD5,2017/12/12 12:00,18.8,,,,
TD5,2017/12/12 13:00,19.1,,,,
TD5,2017/12/12 14:00,17.5,,,,
TD5,2017/12/12 15:00,18.7,,,,
TD5,2017/12/12 16:00,19.8,,,,
TD5,2017/12/12 17:00,14.1,,,,
TD5,2017/12/12 18:00,11.2,,,,
TD5,2017/12/12 19:00,14.8,,,,
TD5,2017/12/12 20:00,15.8,,,,
TD5,2017/12/12 21:00,9.8,,,,
TD5,2017/12/12 22:00,7.4,,,,
TD5,2017/12/12 23:00,5.5,,,,
TD5,2017/12/13 0:00,3.9,,,,
TD5,2017/12/13 1:00,4.4,,,,
TD5,2017/12/13 2:00,3.4,,,,
TD5,2017/12/13 3:00,4.4,,,,
TD5,2017/12/13 4:00,4.2,,,,
TD5,2017/12/13 5:00,0.8,,,,
TD5,2017/12/13 6:00,4.3,,,,
TD5,2017/12/13 7:00,0.8,,,,
TD5,2017/12/13 8:00,5.2,,,,
TD5,2017/12/13 9:00,6.5,,,,
TD5,2017/12/13 10:00,8.5,,,,
TD5,2017/12/13 11:00,8.3,,,,
TD5,2017/12/13 12:00,5.4,,,,
TD5,2017/12/13 13:00,3.6,,,,
TD5,2017/12/13 14:00,8.8,,,,
TD5,2017/12/13 15:00,3.1,,,,
TD5,2017/12/13 16:00,1.7,,,,
TD5,2017/12/13 17:00,3.9,,,,
TD5,2017/12/13 18:00,4.2,,,,
TD5,2017/12/13 19:00,4.2,,,,
TD5,2017/12/13 20:00,10.5,,,,
TD5,2017/12/13 21:00,3,,,,
TD5,2017/12/13 22:00,4,,,,
TD5,2017/12/13 23:00,2.5,,,,
TD5,2017/12/14 0:00,2.6,,,,
TD5,2017/12/14 1:00,4.7,,,,
TD5,2017/12/14 2:00,2.1,,,,
TD5,2017/12/14 3:00,5.3,,,,
TD5,2017/12/14 4:00,3.7,,,,
TD5,2017/12/14 5:00,2.8,,,,
TD5,2017/12/14 6:00,2.4,,,,
TD5,2017/12/14 7:00,3.5,,,,
TD5,2017/12/14 8:00,5.9,,,,
TD5,2017/12/14 9:00,5.5,,,,
TD5,2017/12/14 10:00,3.4,,,,
TD5,2017/12/14 11:00,5.9,,,,
TD5,2017/12/14 12:00,4.9,,,,
TD5,2017/12/14 13:00,6.8,,,,
TD5,2017/12/14 14:00,4.3,,,,
TD5,2017/12/14 15:00,3.6,,,,
TD5,2017/12/14 16:00,7.2,,,,
TD5,2017/12/14 17:00,7.5,,,,
TD5,2017/12/14 18:00,7.6,,,,
TD5,2017/12/14 19:00,7,,,,
TD5,2017/12/14 20:00,5.4,,,,
TD5,2017/12/14 21:00,9.9,,,,
TD5,2017/12/14 22:00,10.7,,,,
TD5,2017/12/14 23:00,6,,,,
TD5,2017/12/15 0:00,4.1,,,,
TD5,2017/12/15 1:00,6.1,,,,
TD5,2017/12/15 2:00,3.1,,,,
TD5,2017/12/15 3:00,3.7,,,,
TD5,2017/12/15 4:00,3.3,,,,
TD5,2017/12/15 5:00,1.2,,,,
TD5,2017/12/15 6:00,3,,,,
TD5,2017/12/15 7:00,1.7,,,,
TD5,2017/12/15 8:00,6,,,,
TD5,2017/12/15 9:00,6.8,,,,
TD5,2017/12/15 10:00,9.2,,,,
TD5,2017/12/15 11:00,11.7,,,,
TD5,2017/12/15 12:00,0,,,,
TD5,2017/12/15 13:00,8.6,,,,
TD5,2017/12/15 14:00,8.9,,,,
TD5,2017/12/15 15:00,7.8,,,,
TD5,2017/12/15 16:00,6.6,,,,
TD5,2017/12/15 17:00,8.3,,,,
TD5,2017/12/15 18:00,11.3,,,,
TD5,2017/12/15 19:00,12.6,,,,
TD5,2017/12/15 20:00,13.8,,,,
TD5,2017/12/15 21:00,8.5,,,,
TD5,2017/12/15 22:00,5.2,,,,
TD5,2017/12/15 23:00,7.1,,,,
TD5,2017/12/16 0:00,8.9,,,,
TD5,2017/12/16 1:00,6.9,,,,
TD5,2017/12/16 2:00,6.8,,,,
TD5,2017/12/16 3:00,5.9,,,,
TD5,2017/12/16 4:00,2.9,,,,
TD5,2017/12/16 5:00,5.1,,,,
TD5,2017/12/16 6:00,5,,,,
TD5,2017/12/16 7:00,3.1,,,,
TD5,2017/12/16 8:00,4.5,,,,
TD5,2017/12/16 9:00,7.5,,,,
TD5,2017/12/16 10:00,6.6,,,,
TD5,2017/12/16 11:00,8.1,,,,
TD5,2017/12/16 12:00,6.9,,,,
TD5,2017/12/16 13:00,5.3,,,,
TD5,2017/12/16 14:00,5.6,,,,
TD5,2017/12/16 15:00,7.1,,,,
TD5,2017/12/16 16:00,6.8,,,,
TD5,2017/12/16 17:00,9.1,,,,
TD5,2017/12/16 18:00,7,,,,
TD5,2017/12/16 19:00,9.8,,,,
TD5,2017/12/16 20:00,9,,,,
TD5,2017/12/16 21:00,12.7,,,,
TD5,2017/12/16 22:00,12.6,,,,
TD5,2017/12/16 23:00,14.4,,,,
TD5,2017/12/17 0:00,15.1,,,,
TD5,2017/12/17 1:00,13.9,,,,
TD5,2017/12/17 2:00,16.8,,,,
TD5,2017/12/17 3:00,13.5,,,,
TD5,2017/12/17 4:00,15.3,,,,
TD5,2017/12/17 5:00,15.5,,,,
TD5,2017/12/17 6:00,13.6,,,,
TD5,2017/12/17 7:00,13.8,,,,
TD5,2017/12/17 8:00,14,,,,
TD5,2017/12/17 9:00,15,,,,
TD5,2017/12/17 10:00,17.5,,,,
TD5,2017/12/17 11:00,12.3,,,,
TD5,2017/12/17 12:00,7.2,,,,
TD5,2017/12/17 13:00,7.5,,,,
TD5,2017/12/17 14:00,7.7,,,,
TD5,2017/12/17 15:00,7.5,,,,
TD5,2017/12/17 16:00,8.1,,,,
TD5,2017/12/17 17:00,6.4,,,,
TD5,2017/12/17 18:00,6.3,,,,
TD5,2017/12/17 19:00,6.3,,,,
TD5,2017/12/17 20:00,6.6,,,,
TD5,2017/12/17 21:00,5.4,,,,
TD5,2017/12/17 22:00,10.4,,,,
TD5,2017/12/17 23:00,3.3,,,,
TD5,2017/12/18 0:00,5.1,,,,
TD5,2017/12/18 1:00,6.9,,,,
TD5,2017/12/18 2:00,5.4,,,,
TD5,2017/12/18 3:00,4,,,,
TD5,2017/12/18 4:00,1.2,,,,
TD5,2017/12/18 5:00,3.4,,,,
TD5,2017/12/18 6:00,4.1,,,,
TD5,2017/12/18 7:00,3.5,,,,
TD5,2017/12/18 8:00,8.1,,,,
TD5,2017/12/18 9:00,11.3,,,,
TD5,2017/12/18 10:00,16.3,,,,
TD5,2017/12/18 11:00,18.6,,,,
TD5,2017/12/18 12:00,19.3,,,,
TD5,2017/12/18 13:00,15.4,,,,
TD5,2017/12/18 14:00,13.3,,,,
TD5,2017/12/18 15:00,12.1,,,,
TD5,2017/12/18 16:00,12.9,,,,
TD5,2017/12/18 17:00,15.8,,,,
TD5,2017/12/18 18:00,20.4,,,,
TD5,2017/12/18 19:00,27.2,,,,
TD5,2017/12/18 20:00,22.4,,,,
TD5,2017/12/18 21:00,35.4,,,,
TD5,2017/12/18 22:00,37.2,,,,
TD5,2017/12/18 23:00,34.1,,,,
TD5,2017/12/19 0:00,34.6,,,,
TD5,2017/12/19 1:00,36.4,,,,
TD5,2017/12/19 2:00,31,,,,
TD5,2017/12/19 3:00,27.3,,,,
TD5,2017/12/19 4:00,27.3,,,,
TD5,2017/12/19 5:00,26.8,,,,
TD5,2017/12/19 6:00,26.2,,,,
TD5,2017/12/19 7:00,21.6,,,,
TD5,2017/12/19 8:00,22.5,,,,
TD5,2017/12/19 9:00,19.9,,,,
TD5,2017/12/19 10:00,23.7,,,,
TD5,2017/12/19 11:00,27.9,,,,
TD5,2017/12/19 12:00,28.5,,,,
TD5,2017/12/19 13:00,24.5,,,,
TD5,2017/12/19 14:00,29,,,,
TD5,2017/12/19 15:00,21.4,,,,
TD5,2017/12/19 16:00,12.1,,,,
TD5,2017/12/19 17:00,17.9,,,,
TD5,2017/12/19 18:00,18.1,,,,
TD5,2017/12/19 19:00,18.1,,,,
TD5,2017/12/19 20:00,20.7,,,,
TD5,2017/12/19 21:00,19.4,,,,
TD5,2017/12/19 22:00,18.8,,,,
TD5,2017/12/19 23:00,17.5,,,,
TD5,2017/12/20 0:00,16.1,,,,
TD5,2017/12/20 1:00,19.1,,,,
TD5,2017/12/20 2:00,17.7,,,,
TD5,2017/12/20 3:00,15.5,,,,
TD5,2017/12/20 4:00,15.9,,,,
TD5,2017/12/20 5:00,11.8,,,,
TD5,2017/12/20 6:00,9,,,,
TD5,2017/12/20 7:00,8.8,,,,
TD5,2017/12/20 8:00,11.5,,,,
TD5,2017/12/20 9:00,9.8,,,,
TD5,2017/12/20 10:00,12.8,,,,
TD5,2017/12/20 11:00,12.2,,,,
TD5,2017/12/20 12:00,14.1,,,,
TD5,2017/12/20 13:00,13.8,,,,
TD5,2017/12/20 14:00,13.9,,,,
TD5,2017/12/20 15:00,13.2,,,,
TD5,2017/12/20 16:00,16.5,,,,
TD5,2017/12/20 17:00,17.3,,,,
TD5,2017/12/20 18:00,20,,,,
TD5,2017/12/20 19:00,21.2,,,,
TD5,2017/12/20 20:00,19.6,,,,
TD5,2017/12/20 21:00,20.3,,,,
TD5,2017/12/20 22:00,18.7,,,,
TD5,2017/12/20 23:00,19,,,,
TD5,2017/12/21 0:00,16.4,,,,
TD5,2017/12/21 1:00,19.8,,,,
TD5,2017/12/21 2:00,17.8,,,,
TD5,2017/12/21 3:00,15,,,,
TD5,2017/12/21 4:00,14,,,,
TD5,2017/12/21 5:00,12.5,,,,
TD5,2017/12/21 6:00,10,,,,
TD5,2017/12/21 7:00,11,,,,
TD5,2017/12/21 8:00,10.2,,,,
TD5,2017/12/21 9:00,8.3,,,,
TD5,2017/12/21 10:00,8.7,,,,
TD5,2017/12/21 11:00,8.7,,,,
TD5,2017/12/21 12:00,6.4,,,,
TD5,2017/12/21 13:00,6.8,,,,
TD5,2017/12/21 14:00,7.9,,,,
TD5,2017/12/21 15:00,8.9,,,,
TD5,2017/12/21 16:00,8.7,,,,
TD5,2017/12/21 17:00,6.8,,,,
TD5,2017/12/21 18:00,10,,,,
TD5,2017/12/21 19:00,7.7,,,,
TD5,2017/12/21 20:00,6.1,,,,
TD5,2017/12/21 21:00,8.2,,,,
TD5,2017/12/21 22:00,9.1,,,,
TD5,2017/12/21 23:00,9.5,,,,
TD5,2017/12/22 0:00,6.3,,,,
TD5,2017/12/22 1:00,10,,,,
TD5,2017/12/22 2:00,9.2,,,,
TD5,2017/12/22 3:00,9.3,,,,
TD5,2017/12/22 4:00,10.9,,,,
TD5,2017/12/22 5:00,11,,,,
TD5,2017/12/22 6:00,7.7,,,,
TD5,2017/12/22 7:00,8.9,,,,
TD5,2017/12/22 8:00,8.4,,,,
TD5,2017/12/22 9:00,7.3,,,,
TD5,2017/12/22 10:00,6.6,,,,
TD5,2017/12/22 11:00,4.9,,,,
TD5,2017/12/22 12:00,9.8,,,,
TD5,2017/12/22 13:00,8.4,,,,
TD5,2017/12/22 14:00,6.9,,,,
TD5,2017/12/22 15:00,8.3,,,,
TD5,2017/12/22 16:00,7.8,,,,
TD5,2017/12/22 17:00,10.7,,,,
TD5,2017/12/22 18:00,9,,,,
TD5,2017/12/22 19:00,12.8,,,,
TD5,2017/12/22 20:00,13.5,,,,
TD5,2017/12/22 21:00,20.2,,,,
TD5,2017/12/22 22:00,19.5,,,,
TD5,2017/12/22 23:00,17.8,,,,
TD5,2017/12/23 0:00,9.4,,,,
TD5,2017/12/23 1:00,6.5,,,,
TD5,2017/12/23 2:00,6.1,,,,
TD5,2017/12/23 3:00,5.5,,,,
TD5,2017/12/23 4:00,4.2,,,,
TD5,2017/12/23 5:00,5,,,,
TD5,2017/12/23 6:00,6.1,,,,
TD5,2017/12/23 7:00,6.7,,,,
TD5,2017/12/23 8:00,4.9,,,,
TD5,2017/12/23 9:00,4.7,,,,
TD5,2017/12/23 10:00,3.3,,,,
TD5,2017/12/23 11:00,2.9,,,,
TD5,2017/12/23 12:00,4.3,,,,
TD5,2017/12/23 13:00,3,,,,
TD5,2017/12/23 14:00,4.7,,,,
TD5,2017/12/23 15:00,5.6,,,,
TD5,2017/12/23 16:00,5.7,,,,
TD5,2017/12/23 17:00,2.7,,,,
TD5,2017/12/23 18:00,5.6,,,,
TD5,2017/12/23 19:00,7.1,,,,
TD5,2017/12/23 20:00,7.5,,,,
TD5,2017/12/23 21:00,5.6,,,,
TD5,2017/12/23 22:00,5.9,,,,
TD5,2017/12/23 23:00,4.4,,,,
TD5,2017/12/24 0:00,4.8,,,,
TD5,2017/12/24 1:00,5.1,,,,
TD5,2017/12/24 2:00,5.2,,,,
TD5,2017/12/24 3:00,3.9,,,,
TD5,2017/12/24 4:00,2.1,,,,
TD5,2017/12/24 5:00,1.8,,,,
TD5,2017/12/24 6:00,2.1,,,,
TD5,2017/12/24 7:00,4.4,,,,
TD5,2017/12/24 8:00,6.1,,,,
TD5,2017/12/24 9:00,5.4,,,,
TD5,2017/12/24 10:00,4.4,,,,
TD5,2017/12/24 11:00,4.6,,,,
TD5,2017/12/24 12:00,5.5,,,,
TD5,2017/12/24 13:00,3.6,,,,
TD5,2017/12/24 14:00,3.7,,,,
TD5,2017/12/24 15:00,3.1,,,,
TD5,2017/12/24 16:00,2.6,,,,
TD5,2017/12/24 17:00,3.8,,,,
TD5,2017/12/24 18:00,2.3,,,,
TD5,2017/12/24 19:00,4.6,,,,
TD5,2017/12/24 20:00,4,,,,
TD5,2017/12/24 21:00,5.6,,,,
TD5,2017/12/24 22:00,2.3,,,,
TD5,2017/12/24 23:00,4,,,,
TD5,2017/12/25 0:00,3,,,,
TD5,2017/12/25 1:00,3.1,,,,
TD5,2017/12/25 2:00,6.5,,,,
TD5,2017/12/25 3:00,4.7,,,,
TD5,2017/12/25 4:00,3.8,,,,
TD5,2017/12/25 5:00,4.6,,,,
TD5,2017/12/25 6:00,2.9,,,,
TD5,2017/12/25 7:00,3.5,,,,
TD5,2017/12/25 8:00,2.6,,,,
TD5,2017/12/25 9:00,4.6,,,,
TD5,2017/12/25 10:00,7.2,,,,
TD5,2017/12/25 11:00,7.7,,,,
TD5,2017/12/25 12:00,9.2,,,,
TD5,2017/12/25 13:00,14.8,,,,
TD5,2017/12/25 14:00,12.6,,,,
TD5,2017/12/25 15:00,11.6,,,,
TD5,2017/12/25 16:00,11.5,,,,
TD5,2017/12/25 17:00,12.3,,,,
TD5,2017/12/25 18:00,12.6,,,,
TD5,2017/12/25 19:00,10.8,,,,
TD5,2017/12/25 20:00,8,,,,
TD5,2017/12/25 21:00,12.4,,,,
TD5,2017/12/25 22:00,8.3,,,,
TD5,2017/12/25 23:00,1.9,,,,
TD5,2017/12/26 0:00,0,,,,
TD5,2017/12/26 1:00,1,,,,
TD5,2017/12/26 2:00,1.1,,,,
TD5,2017/12/26 3:00,0,,,,
TD5,2017/12/26 4:00,0,,,,
TD5,2017/12/26 5:00,0,,,,
TD5,2017/12/26 6:00,0.5,,,,
TD5,2017/12/26 7:00,1.8,,,,
TD5,2017/12/26 8:00,0.2,,,,
TD5,2017/12/26 9:00,1.6,,,,
TD5,2017/12/26 10:00,2.4,,,,
TD5,2017/12/26 11:00,2.9,,,,
TD5,2017/12/26 12:00,5.4,,,,
TD5,2017/12/26 13:00,3.1,,,,
TD5,2017/12/26 14:00,4.6,,,,
TD5,2017/12/26 15:00,3.5,,,,
TD5,2017/12/26 16:00,5.7,,,,
TD5,2017/12/26 17:00,2.1,,,,
TD5,2017/12/26 18:00,5.9,,,,
TD5,2017/12/26 19:00,6.6,,,,
TD5,2017/12/26 20:00,4.2,,,,
TD5,2017/12/26 21:00,4.3,,,,
TD5,2017/12/26 22:00,3,,,,
TD5,2017/12/26 23:00,2.2,,,,
TD5,2017/12/27 0:00,4.1,,,,
TD5,2017/12/27 1:00,1.8,,,,
TD5,2017/12/27 2:00,2,,,,
TD5,2017/12/27 3:00,2.6,,,,
TD5,2017/12/27 4:00,2.5,,,,
TD5,2017/12/27 5:00,4.4,,,,
TD5,2017/12/27 6:00,1.1,,,,
TD5,2017/12/27 7:00,0,,,,
TD5,2017/12/27 8:00,0,,,,
TD5,2017/12/27 9:00,2.2,,,,
TD5,2017/12/27 10:00,1,,,,
TD5,2017/12/27 11:00,3.3,,,,
TD5,2017/12/27 12:00,2.1,,,,
TD5,2017/12/27 13:00,5.5,,,,
TD5,2017/12/27 14:00,5.3,,,,
TD5,2017/12/27 15:00,5.9,,,,
TD5,2017/12/27 16:00,4.9,,,,
TD5,2017/12/27 17:00,6.2,,,,
TD5,2017/12/27 18:00,5.9,,,,
TD5,2017/12/27 19:00,3.2,,,,
TD5,2017/12/27 20:00,5,,,,
TD5,2017/12/27 21:00,4.4,,,,
TD5,2017/12/27 22:00,5.1,,,,
TD5,2017/12/27 23:00,2.6,,,,
TD5,2017/12/28 0:00,2.7,,,,
TD5,2017/12/28 1:00,1.7,,,,
TD5,2017/12/28 2:00,2.2,,,,
TD5,2017/12/28 3:00,2.9,,,,
TD5,2017/12/28 4:00,2.5,,,,
TD5,2017/12/28 5:00,1.3,,,,
TD5,2017/12/28 6:00,2.6,,,,
TD5,2017/12/28 7:00,0.6,,,,
TD5,2017/12/28 8:00,4.4,,,,
TD5,2017/12/28 9:00,3.6,,,,
TD5,2017/12/28 10:00,6.4,,,,
TD5,2017/12/28 11:00,9.4,,,,
TD5,2017/12/28 12:00,4.9,,,,
TD5,2017/12/28 13:00,5.9,,,,
TD5,2017/12/28 14:00,5.5,,,,
TD5,2017/12/28 15:00,4.2,,,,
TD5,2017/12/28 16:00,6.4,,,,
TD5,2017/12/28 17:00,9.6,,,,
TD5,2017/12/28 18:00,13.4,,,,
TD5,2017/12/28 19:00,16.7,,,,
TD5,2017/12/28 20:00,16.2,,,,
TD5,2017/12/28 21:00,21.7,,,,
TD5,2017/12/28 22:00,17.5,,,,
TD5,2017/12/28 23:00,17.8,,,,
TD5,2017/12/29 0:00,16.9,,,,
TD5,2017/12/29 1:00,14.5,,,,
TD5,2017/12/29 2:00,9.2,,,,
TD5,2017/12/29 3:00,11.7,,,,
TD5,2017/12/29 4:00,4.8,,,,
TD5,2017/12/29 5:00,6.1,,,,
TD5,2017/12/29 6:00,6.7,,,,
TD5,2017/12/29 7:00,12.1,,,,
TD5,2017/12/29 8:00,0,,,,
TD5,2017/12/29 9:00,0,,,,
TD5,2017/12/29 10:00,0,,,,
TD5,2017/12/29 11:00,2.1,,,,
TD5,2017/12/29 12:00,4.7,,,,
TD5,2017/12/29 13:00,4.2,,,,
TD5,2017/12/29 14:00,3.6,,,,
TD5,2017/12/29 15:00,5.3,,,,
TD5,2017/12/29 16:00,4.9,,,,
TD5,2017/12/29 17:00,1.1,,,,
TD5,2017/12/29 18:00,6.4,,,,
TD5,2017/12/29 19:00,4.1,,,,
TD5,2017/12/29 20:00,6.1,,,,
TD5,2017/12/29 21:00,6.1,,,,
TD5,2017/12/29 22:00,7.8,,,,
TD5,2017/12/29 23:00,7.8,,,,
TD5,2017/12/30 0:00,7,,,,
TD5,2017/12/30 1:00,4.9,,,,
TD5,2017/12/30 2:00,2,,,,
TD5,2017/12/30 3:00,4.3,,,,
TD5,2017/12/30 4:00,2.5,,,,
TD5,2017/12/30 5:00,6.7,,,,
TD5,2017/12/30 6:00,8.6,,,,
TD5,2017/12/30 7:00,17.6,,,,
TD5,2017/12/30 8:00,16.3,,,,
TD5,2017/12/30 9:00,18.6,,,,
TD5,2017/12/30 10:00,15.3,,,,
TD5,2017/12/30 11:00,14,,,,
TD5,2017/12/30 12:00,14.3,,,,
TD5,2017/12/30 13:00,11.3,,,,
TD5,2017/12/30 14:00,14,,,,
TD5,2017/12/30 15:00,12,,,,
TD5,2017/12/30 16:00,13.6,,,,
TD5,2017/12/30 17:00,16,,,,
TD5,2017/12/30 18:00,17.2,,,,
TD5,2017/12/30 19:00,16.2,,,,
TD5,2017/12/30 20:00,13,,,,
TD5,2017/12/30 21:00,10.6,,,,
TD5,2017/12/30 22:00,4.9,,,,
TD5,2017/12/30 23:00,5.7,,,,
TD5,2017/12/31 0:00,5.6,,,,
TD5,2017/12/31 1:00,4.1,,,,
TD5,2017/12/31 2:00,6.2,,,,
TD5,2017/12/31 3:00,4.1,,,,
TD5,2017/12/31 4:00,9,,,,
TD5,2017/12/31 5:00,11,,,,
TD5,2017/12/31 6:00,14.5,,,,
TD5,2017/12/31 7:00,6.4,,,,
TD5,2017/12/31 8:00,2.4,,,,
TD5,2017/12/31 9:00,1.7,,,,
TD5,2017/12/31 10:00,7.2,,,,
TD5,2017/12/31 11:00,6.3,,,,
TD5,2017/12/31 12:00,5.4,,,,
TD5,2017/12/31 13:00,6.6,,,,
TD5,2017/12/31 14:00,7.7,,,,
TD5,2017/12/31 15:00,9.2,,,,
TD5,2017/12/31 16:00,3.7,,,,
TD5,2017/12/31 17:00,5.6,,,,
TD5,2017/12/31 18:00,5.7,,,,
TD5,2017/12/31 19:00,5,,,,
TD5,2017/12/31 20:00,5.5,,,,
TD5,2017/12/31 21:00,1.5,,,,
TD5,2017/12/31 22:00,2.4,,,,
TD5,2017/12/31 23:00,3.7,,,,
TD5,2018/1/1 0:00,4.4,,,,
TD5,2018/1/1 1:00,4.8,,,,
TD5,2018/1/1 2:00,4,,,,
TD5,2018/1/1 3:00,2.9,,,,
TD5,2018/1/1 4:00,3.1,,,,
TD5,2018/1/1 5:00,1.5,,,,
TD5,2018/1/1 6:00,5.2,,,,
TD5,2018/1/1 7:00,4.5,,,,
TD5,2018/1/1 8:00,5.5,,,,
TD5,2018/1/1 9:00,6.1,,,,
TD5,2018/1/1 10:00,7,,,,
TD5,2018/1/1 11:00,6.7,,,,
TD5,2018/1/1 12:00,5.3,,,,
TD5,2018/1/1 13:00,2.5,,,,
TD5,2018/1/1 14:00,3.5,,,,
TD5,2018/1/1 15:00,6.7,,,,
TD5,2018/1/1 16:00,4.3,,,,
TD5,2018/1/1 17:00,5.3,,,,
TD5,2018/1/1 18:00,2,,,,
