id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2979388,GR4,2018-04-29 22:00:00,6.1,7.8,1.7,,,
2979389,MY7,2018-04-29 22:00:00,5.8,15.1,,,,
2979390,HV1,2018-04-29 22:00:00,9.4,13.2,3.6,,,
2979391,GN3,2018-04-29 22:00:00,10.2,14.0,4.9,,,
2979392,GR9,2018-04-29 22:00:00,3.7,11.7,13.5,,,
2979393,LW2,2018-04-29 22:00:00,11.7,7.8,13.2,,,
2979394,GN0,2018-04-29 22:00:00,8.2,10.4,9.9,,,
2979395,KF1,2018-04-29 22:00:00,,,,,,
2979396,CD9,2018-04-29 22:00:00,,,25.7,,,
2979397,CT3,2018-04-29 22:00:00,,,,,,
2979398,CT2,2018-04-29 22:00:00,,,,,,
2979399,BX9,2018-04-29 22:00:00,7.1,,,,,
2979400,BX1,2018-04-29 22:00:00,,11.7,-1.4,,,
2979401,TH4,2018-04-29 22:00:00,3.6,13.7,,,,
2979402,ST5,2018-04-29 22:00:00,2.0,14.0,7.3,,,
2979403,RB7,2018-04-29 22:00:00,11.0,9.2,,,,
2979404,TD5,2018-04-29 22:00:00,4.7,,,,,
2979442,CD1,2018-04-29 23:00:00,5.2,17.4,7.0,,,
2979443,BL0,2018-04-29 23:00:00,,11.9,13.8,,,
2979444,GR4,2018-04-29 23:00:00,8.8,5.5,1.7,,,
2979445,MY7,2018-04-29 23:00:00,7.3,12.6,,,,
2979446,HV1,2018-04-29 23:00:00,1.4,5.6,3.2,,,
2979447,GN3,2018-04-29 23:00:00,9.1,14.4,4.3,,,
2979448,GR9,2018-04-29 23:00:00,4.5,11.6,10.8,,,
2979449,LW2,2018-04-29 23:00:00,9.6,7.6,11.8,,,
2979450,GN0,2018-04-29 23:00:00,6.4,12.3,8.0,,,
2979451,KF1,2018-04-29 23:00:00,4.1,7.5,,,,
2979452,CD9,2018-04-29 23:00:00,,,20.8,,,
2979453,CT3,2018-04-29 23:00:00,,,,,,
2979454,CT2,2018-04-29 23:00:00,,,,,,
2979455,BX9,2018-04-29 23:00:00,4.8,,,,,
2979456,BX1,2018-04-29 23:00:00,,11.0,-7.4,,,
2979457,TH4,2018-04-29 23:00:00,2.6,14.3,,,,
2979458,ST5,2018-04-29 23:00:00,6.0,13.0,5.8,,,
2979459,RB7,2018-04-29 23:00:00,10.0,12.4,,,,
2979460,TD5,2018-04-29 23:00:00,7.2,,,,,
